parametri,Profitto Netto,totale
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 1.6000000000000003}",3793.799999999856,386
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.8000000000000003}",3792.000000000186,436
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 2.200000000000001}",3788.999999999977,394
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 0.5000000000000001}",3787.7999999999197,491
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 1.9000000000000006}",3783.5999999999444,285
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 1.0000000000000002}",3775.799999999937,507
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 2.500000000000001}",3768.5999999999813,183
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 0.6000000000000001}",3765.599999999871,534
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.600000000000001}",3758.9999999999345,219
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.9000000000000001}",3755.4000000001524,446
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 2.000000000000001}",3738.0000000000346,269
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 1.1000000000000003}",3736.200000000055,525
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.9000000000000006}",3721.7999999999574,503
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 1.6000000000000003}",3716.3999999998564,347
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 1.9000000000000006}",3712.2000000000835,271
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 1.1000000000000003}",3700.199999999832,431
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.500000000000001}",3692.9999999999495,199
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 1.4000000000000004}",3690.599999999928,386
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 1.1000000000000003}",3678.000000000036,449
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 2.000000000000001}",3673.7999999999183,255
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 1.8000000000000005}",3656.3999999999915,312
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 1.5000000000000004}",3643.7999999999292,354
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 2.500000000000001}",3631.7999999999915,227
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 1.5000000000000004}",3624.0000000000337,339
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 2.400000000000001}",3623.3999999999933,184
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 1.5000000000000004}",3615.599999999981,347
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.600000000000001}",3604.1999999999566,218
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 2.9000000000000012}",3601.8000000000584,192
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 1.1000000000000003}",3601.7999999998815,515
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 0.6000000000000001}",3600.599999999925,513
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 0.4000000000000001}",3590.9999999999873,491
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 2.200000000000001}",3584.999999999945,153
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.400000000000001}",3583.7999999999984,228
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 0.6000000000000001}",3583.199999999989,562
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 2.200000000000001}",3575.9999999999554,308
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 1.9000000000000006}",3575.40000000006,317
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.8000000000000003}",3558.6000000001536,456
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 1.6000000000000003}",3547.799999999997,361
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.4000000000000001}",3543.0000000001482,487
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 0.6000000000000001}",3539.399999999875,478
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 2.800000000000001}",3535.800000000032,251
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.500000000000001}",3528.5999999999685,225
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 0.6000000000000001}",3528.000000000038,557
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 1.5000000000000004}",3526.799999999887,386
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.700000000000001}",3523.7999999999097,196
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 1.6000000000000003}",3522.600000000004,292
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.4000000000000004}",3517.8000000001202,344
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.8000000000000005}",3514.7999999999815,505
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 1.7000000000000004}",3513.599999999845,311
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 2.700000000000001}",3507.599999999877,238
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 2.500000000000001}",3497.4000000000187,214
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 0.5000000000000001}",3493.799999999959,485
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 2.1000000000000005}",3492.5999999998908,272
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.5000000000000001}",3489.6000000000827,481
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 1.7000000000000004}",3489.5999999999626,301
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 1.0000000000000002}",3485.40000000012,537
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 1.1000000000000003}",3476.9999999998545,567
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 1.7000000000000004}",3467.999999999827,515
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 1.6000000000000003}",3462.5999999999417,324
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 1.8000000000000005}",3454.80000000004,298
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 0.5000000000000001}",3453.0000000000605,557
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.9000000000000001}",3450.600000000124,458
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.7000000000000004}",3443.399999999815,326
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 2.9000000000000012}",3440.3999999999705,213
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 1.0000000000000002}",3435.000000000066,473
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 0.9000000000000001}",3426.600000000072,480
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 1.8000000000000005}",3422.4000000000015,291
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 0.8000000000000003}",3420.0000000001014,471
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.2000000000000004}",3414.599999999982,533
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.6000000000000001}",3412.79999999997,496
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 1.5000000000000004}",3407.4000000000356,368
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 0.4000000000000001}",3404.4000000000324,485
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 2.800000000000001}",3403.799999999983,199
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 1.4000000000000004}",3401.3999999999205,528
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 1.8000000000000005}",3399.0000000000855,290
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 1.8000000000000005}",3389.999999999962,308
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.7000000000000004}",3389.9999999999436,314
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.6000000000000003}",3388.1999999999816,315
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 0.9000000000000001}",3387.00000000012,531
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 1.8000000000000005}",3387.0000000000805,317
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 2.200000000000001}",3383.3999999999714,148
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 0.5000000000000001}",3383.3999999999155,535
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.5000000000000004}",3381.000000000068,342
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 1.0000000000000002}",3373.7999999998874,551
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 0.8000000000000003}",3371.4000000000174,416
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 1.7000000000000004}",3368.4000000000074,323
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 0.30000000000000004}",3365.40000000004,493
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 2.9000000000000012}",3365.3999999999196,271
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 0.30000000000000004}",3363.000000000146,469
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 2.000000000000001}",3351.6000000000445,341
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.6000000000000001}",3350.9999999999973,482
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.500000000000001}",3348.5999999999913,223
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.800000000000001}",3343.800000000019,191
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 2.400000000000001}",3337.20000000005,180
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 0.8000000000000003}",3324.6000000000035,499
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 1.8000000000000005}",3310.1999999999466,350
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 1.0000000000000002}",3308.400000000091,439
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 0.9000000000000001}",3306.599999999974,411
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 1.9000000000000006}",3303.000000000063,275
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 2.000000000000001}",3298.7999999999015,332
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 0.6000000000000001}",3297.5999999999085,459
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.7000000000000004}",3297.5999999998685,507
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.2000000000000004}",3296.9999999998636,555
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 1.9000000000000006}",3287.4000000000656,342
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 2.500000000000001}",3287.400000000035,215
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 1.0000000000000002}",3286.7999999999897,540
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.6000000000000003}",3279.599999999893,522
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 1.0000000000000002}",3273.0000000001,559
"{""perditaMassima"": 0.2, ""vincitaMassima"": 1.2000000000000004}",3271.8000000000247,555
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 2.400000000000001}",3271.799999999962,179
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.30000000000000004}",3270.0000000001896,494
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.7000000000000002}",3268.7999999999456,457
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.3000000000000007}",3267.600000000019,210
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 2.200000000000001}",3260.99999999993,152
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 0.7000000000000002}",3257.9999999998736,492
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.700000000000001}",3247.19999999989,211
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 0.7000000000000002}",3245.999999999777,519
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 1.6000000000000003}",3241.7999999999433,332
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 0.7000000000000002}",3237.5999999999403,541
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 2.500000000000001}",3208.200000000017,182
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 1.8000000000000005}",3192.6000000000863,340
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.3000000000000007}",3191.4000000000283,264
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 1.4000000000000004}",3191.399999999991,370
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 2.400000000000001}",3188.400000000029,184
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.400000000000001}",3185.3999999999955,203
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 2.800000000000001}",3164.9999999999636,314
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 1.8000000000000005}",3157.8000000000134,363
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.800000000000001}",3156.000000000001,203
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 2.500000000000001}",3155.400000000036,179
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 1.7000000000000004}",3155.39999999999,343
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.700000000000001}",3154.199999999931,227
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 1.5000000000000004}",3151.7999999998992,311
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.4000000000000004}",3150.0000000000855,322
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.5000000000000004}",3148.7999999999256,525
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 2.1000000000000005}",3136.199999999948,290
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 1.9000000000000006}",3136.1999999999275,333
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 0.9000000000000001}",3118.8000000001784,524
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 0.6000000000000001}",3116.99999999993,565
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 2.9000000000000012}",3105.600000000002,238
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 0.2}",3097.7999999998233,499
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 0.5000000000000001}",3097.2000000000335,438
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.7000000000000004}",3092.9999999998618,303
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.3000000000000003}",3089.9999999999786,529
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.3000000000000007}",3088.8000000000015,215
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.7000000000000004}",3077.99999999987,277
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 2.9000000000000012}",3076.2000000000526,211
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.4000000000000004}",3076.1999999999634,515
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 0.30000000000000004}",3074.400000000112,480
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 1.4000000000000004}",3074.400000000048,330
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 1.4000000000000004}",3073.800000000085,301
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 1.0000000000000002}",3068.999999999904,414
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 1.6000000000000003}",3064.1999999999107,321
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.400000000000001}",3058.1999999999725,203
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 1.4000000000000004}",3054.599999999964,330
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.800000000000001}",3045.6000000000467,215
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 1.5000000000000004}",3036.0000000000705,357
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.4000000000000001}",3031.20000000012,488
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 1.4000000000000004}",3031.2000000000676,356
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.700000000000001}",3022.199999999906,228
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.3000000000000003}",3018.0000000001633,358
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 2.9000000000000012}",3012.6000000000404,179
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.5000000000000001}",3011.400000000051,419
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 0.5000000000000001}",3007.8000000000634,443
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 2.200000000000001}",3006.599999999969,274
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 1.4000000000000004}",3006.000000000005,340
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.9000000000000012}",3000.5999999999826,165
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.1000000000000003}",2993.4000000000074,531
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 1.1000000000000003}",2987.399999999946,535
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.200000000000001}",2983.7999999998797,222
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.7000000000000002}",2980.799999999921,464
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 0.4000000000000001}",2979.6000000001304,446
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 0.5000000000000001}",2979.000000000104,538
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 1.9000000000000006}",2977.1999999999985,356
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 0.8000000000000003}",2974.8000000001525,509
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 0.8000000000000003}",2974.2000000001567,388
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 0.9000000000000001}",2962.8000000000156,402
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 0.5000000000000001}",2957.3999999999955,466
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 0.7000000000000002}",2957.399999999784,435
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 1.7000000000000004}",2948.9999999998568,333
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 1.5000000000000004}",2942.9999999999955,328
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.1000000000000005}",2936.399999999931,242
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.4000000000000004}",2934.60000000004,358
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 1.7000000000000004}",2933.9999999998854,312
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 0.8000000000000003}",2926.8000000000507,409
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.6000000000000003}",2924.3999999999965,359
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 2.000000000000001}",2923.800000000025,348
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.400000000000001}",2920.200000000018,226
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 0.9000000000000001}",2917.200000000009,489
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.9000000000000006}",2911.200000000043,345
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 0.4000000000000001}",2911.200000000004,438
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 1.6000000000000003}",2908.1999999998693,278
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 2.3000000000000007}",2895.600000000101,241
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 0.30000000000000004}",2893.2000000000703,490
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.1000000000000005}",2884.1999999999307,219
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 2.9000000000000012}",2871.0000000000487,284
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 1.5000000000000004}",2867.999999999973,368
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 1.6000000000000003}",2849.999999999897,320
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 0.4000000000000001}",2849.400000000066,470
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 2.1000000000000005}",2843.4,355
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 2.000000000000001}",2843.3999999999833,213
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 0.9000000000000001}",2837.4000000000497,532
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 0.6000000000000001}",2836.799999999959,434
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 1.0000000000000002}",2828.39999999993,516
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.4000000000000001}",2826.000000000113,428
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 2.700000000000001}",2825.9999999999955,193
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 0.4000000000000001}",2815.2000000001017,444
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 1.6000000000000003}",2812.199999999955,360
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 1.4000000000000004}",2803.199999999938,342
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.200000000000001}",2798.9999999998995,217
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.5000000000000004}",2795.9999999999104,340
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.30000000000000004}",2791.2000000001603,503
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 2.800000000000001}",2788.200000000075,212
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 1.6000000000000003}",2785.20000000003,320
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.5000000000000004}",2776.8000000000197,363
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 0.5000000000000001}",2745.000000000005,491
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 2.1000000000000005}",2738.9999999999936,261
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 0.8000000000000003}",2726.9999999999804,520
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.5000000000000001}",2725.8000000000497,480
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 0.8000000000000003}",2721.000000000168,527
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.30000000000000004}",2716.800000000066,455
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 0.2}",2711.999999999976,488
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.5000000000000004}",2710.800000000036,319
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 0.8000000000000003}",2707.2000000000266,369
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 1.4000000000000004}",2695.1999999999443,277
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 1.6000000000000003}",2692.799999999944,303
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 0.5000000000000001}",2689.199999999992,543
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 0.6000000000000001}",2681.3999999999864,437
"{""perditaMassima"": 1.5000000000000004, ""vincitaMassima"": 0.4000000000000001}",2679.000000000071,491
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 0.8000000000000003}",2665.8000000000397,472
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 0.2}",2662.199999999924,466
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.200000000000001}",2659.7999999998847,278
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 1.6000000000000003}",2653.1999999999884,295
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 1.4000000000000004}",2652.599999999974,334
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 1.7000000000000004}",2639.3999999999764,311
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 2.400000000000001}",2636.400000000045,216
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 1.7000000000000004}",2632.1999999999357,348
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 1.4000000000000004}",2612.3999999999724,270
"{""perditaMassima"": 1.7000000000000004, ""vincitaMassima"": 2.9000000000000012}",2605.8000000000643,201
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 1.1000000000000003}",2598.5999999998817,392
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 0.6000000000000001}",2593.1999999998507,427
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 2.3000000000000007}",2592.600000000079,229
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 0.30000000000000004}",2584.2000000001003,452
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 0.7000000000000002}",2572.1999999999944,528
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 0.8000000000000003}",2571.600000000017,500
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.7000000000000004}",2569.1999999999784,337
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.6000000000000001}",2568.5999999999717,412
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 0.4000000000000001}",2566.7999999999884,518
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.6000000000000003}",2560.7999999999024,302
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 1.5000000000000004}",2559.599999999933,298
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.4000000000000001}",2555.4000000000296,431
"{""perditaMassima"": 1.3000000000000003, ""vincitaMassima"": 0.30000000000000004}",2539.200000000025,519
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 0.5000000000000001}",2532.5999999999276,424
"{""perditaMassima"": 0.2, ""vincitaMassima"": 1.1000000000000003}",2522.400000000047,534
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.1000000000000003}",2519.9999999998927,539
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 1.8000000000000005}",2514.0000000000596,335
"{""perditaMassima"": 1.9000000000000006, ""vincitaMassima"": 1.6000000000000003}",2500.199999999899,265
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.2}",2497.1999999998475,461
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 0.5000000000000001}",2485.799999999955,502
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 0.9000000000000001}",2484.600000000143,536
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 0.9000000000000001}",2482.7999999999447,528
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.3000000000000007}",2482.2000000000544,260
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 0.8000000000000003}",2475.000000000066,504
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 0.30000000000000004}",2461.2000000001713,461
